"date","contract_code","rate"
2025-06-24,"DI1F27",14.2426059864446
2025-06-24,"DI1F27",13.9850007487203
2025-06-24,"DI1F27",13.774001651833
2025-06-24,"DI1F27",13.6110019939347
2025-06-24,"DI1F28",13.4765894586064
2025-06-24,"DI1F28",13.3964200277375
2025-06-24,"DI1F28",13.3557221803291
2025-06-24,"DI1F28",13.3582688757259
2025-06-24,"DI1F29",13.3480842207079
2025-06-24,"DI1F29",13.3570525660466
2025-06-24,"DI1F29",13.3871451577811
2025-06-24,"DI1F29",13.3859993903896
2025-06-24,"DI1F30",13.4246196598775
2025-06-24,"DI1F30",13.4330004283282
2025-06-24,"DI1F30",13.4570004675242
2025-06-24,"DI1F31",13.5174000151944
2025-06-24,"DI1F32",13.6018539556197
2025-06-24,"DI1F33",13.6196852852404
2025-06-24,"DI1F34",13.6237840347752
2025-06-24,"DI1F35",13.6440886054032
2025-06-25,"DI1F27",14.2748019398459
2025-06-25,"DI1F27",14.0309972674078
2025-06-25,"DI1F27",13.8279968878486
2025-06-25,"DI1F27",13.6760015959737
2025-06-25,"DI1F28",13.5547633740701
2025-06-25,"DI1F28",13.4765818549401
2025-06-25,"DI1F28",13.4368668131254
2025-06-25,"DI1F28",13.4363960629213
2025-06-25,"DI1F29",13.4241992269645
2025-06-25,"DI1F29",13.4351615212152
2025-06-25,"DI1F29",13.465244946114
2025-06-25,"DI1F29",13.4539983348807
2025-06-25,"DI1F30",13.4906973765069
2025-06-25,"DI1F30",13.4960004409301
2025-06-25,"DI1F30",13.5180014645945
2025-06-25,"DI1F31",13.5704504391927
2025-06-25,"DI1F32",13.6448900925914
2025-06-25,"DI1F33",13.6737188882021
2025-06-25,"DI1F34",13.6678098278971
2025-06-25,"DI1F35",13.6901151531169
2025-06-26,"DI1F27",14.2187440008184
2025-06-26,"DI1F27",13.9600000567
2025-06-26,"DI1F27",13.7409998921668
2025-06-26,"DI1F27",13.5819993971471
2025-06-26,"DI1F28",13.4566261517474
2025-06-26,"DI1F28",13.3714390784922
2025-06-26,"DI1F28",13.3367421237291
2025-06-26,"DI1F28",13.3362803245775
2025-06-26,"DI1F29",13.3341010339771
2025-06-26,"DI1F29",13.3410651157867
2025-06-26,"DI1F29",13.3691546075914
2025-06-26,"DI1F29",13.371000848881
2025-06-26,"DI1F30",13.4146326946527
2025-06-26,"DI1F30",13.4190007232961
2025-06-26,"DI1F30",13.4440006950592
2025-06-26,"DI1F31",13.5064038421873
2025-06-26,"DI1F32",13.598862005875
2025-06-26,"DI1F33",13.6317003848669
2025-06-26,"DI1F34",13.6277926114089
2025-06-26,"DI1F35",13.6410937998727
2025-06-27,"DI1F27",14.2228641597419
2025-06-27,"DI1F27",13.9589973008444
2025-06-27,"DI1F27",13.7439969359761
2025-06-27,"DI1F27",13.5829975179159
2025-06-27,"DI1F28",13.4536561783063
2025-06-27,"DI1F28",13.3704675576998
2025-06-27,"DI1F28",13.3377677030081
2025-06-27,"DI1F28",13.3413065078698
2025-06-27,"DI1F29",13.3341214014826
2025-06-27,"DI1F29",13.3410849523034
2025-06-27,"DI1F29",13.3731730139018
2025-06-27,"DI1F29",13.3669992352867
2025-06-27,"DI1F30",13.4036357895952
2025-06-27,"DI1F30",13.4099983885935
2025-06-27,"DI1F30",13.4340002048602
2025-06-27,"DI1F31",13.4883959113701
2025-06-27,"DI1F32",13.5738521585692
2025-06-27,"DI1F33",13.608688422235
2025-06-27,"DI1F34",13.5987823800882
2025-06-27,"DI1F35",13.617083413463
2025-06-30,"DI1F27",14.1316892855541
2025-06-30,"DI1F27",13.8460031903317
2025-06-30,"DI1F27",13.6070005060622
2025-06-30,"DI1F27",13.4169972098132
2025-06-30,"DI1F28",13.2733712226252
2025-06-30,"DI1F28",13.1681679951191
2025-06-30,"DI1F28",13.1154601473703
2025-06-30,"DI1F28",13.099999621042
2025-06-30,"DI1F29",13.0858198935637
2025-06-30,"DI1F29",13.0817903790029
2025-06-30,"DI1F29",13.1078904201283
2025-06-30,"DI1F29",13.0940015869275
2025-06-30,"DI1F30",13.1283693700181
2025-06-30,"DI1F30",13.1259993624895
2025-06-30,"DI1F30",13.1469989047965
2025-06-30,"DI1F31",13.1951664472387
2025-06-30,"DI1F32",13.2736520752684
2025-06-30,"DI1F33",13.2935037433511
2025-06-30,"DI1F34",13.280615432163
2025-06-30,"DI1F35",13.2949342654844
2025-07-01,"DI1F27",14.1468400341949
2025-07-01,"DI1F27",13.8699973230836
2025-07-01,"DI1F27",13.6380022340328
2025-07-01,"DI1F27",13.4550030670991
2025-07-01,"DI1F28",13.3124776537665
2025-07-01,"DI1F28",13.2042574206022
2025-07-01,"DI1F28",13.1495372020371
2025-07-01,"DI1F28",13.1310627205742
2025-07-01,"DI1F29",13.1078646228647
2025-07-01,"DI1F29",13.096824056357
2025-07-01,"DI1F29",13.1169112386921
2025-07-01,"DI1F29",13.0980007887987
2025-07-01,"DI1F30",13.124376761271
2025-07-01,"DI1F30",13.1209983652637
2025-07-01,"DI1F30",13.1349993217966
2025-07-01,"DI1F31",13.1771590450992
2025-07-01,"DI1F32",13.2336267361424
2025-07-01,"DI1F33",13.246481357278
2025-07-01,"DI1F34",13.2385952775371
2025-07-01,"DI1F35",13.2419107155517
2025-07-02,"DI1F27",14.1599880763362
2025-07-02,"DI1F27",13.8929984614088
2025-07-02,"DI1F27",13.6699993275748
2025-07-02,"DI1F27",13.4909972700038
2025-07-02,"DI1F28",13.3515853554352
2025-07-02,"DI1F28",13.2493617866195
2025-07-02,"DI1F28",13.1996376333275
2025-07-02,"DI1F28",13.1841566679692
2025-07-02,"DI1F29",13.1619520140164
2025-07-02,"DI1F29",13.1589103561926
2025-07-02,"DI1F29",13.1689873362848
2025-07-02,"DI1F29",13.1479986198223
2025-07-02,"DI1F30",13.1764412025098
2025-07-02,"DI1F30",13.1699988711526
2025-07-02,"DI1F30",13.1860012815248
2025-07-02,"DI1F30",13.198000264785
2025-07-02,"DI1F31",13.2191998521891
2025-07-02,"DI1F32",13.2686573033108
2025-07-02,"DI1F33",13.2694970153978
2025-07-02,"DI1F34",13.2506061727728
2025-07-02,"DI1F35",13.2599214523128
2025-07-03,"DI1F27",14.176145361923
2025-07-03,"DI1F27",13.9120025754337
2025-07-03,"DI1F27",13.6889976126298
2025-07-03,"DI1F27",13.5109987884448
2025-07-03,"DI1F28",13.3706514028974
2025-07-03,"DI1F28",13.2754297228288
2025-07-03,"DI1F28",13.231711829181
2025-07-03,"DI1F28",13.2172208554277
2025-07-03,"DI1F29",13.2060304484861
2025-07-03,"DI1F29",13.1969750490425
